Edad,Rotacion,Departamento,Puesto,Nivel_Educativo,Ingreso_Mensual,Disponibilidad_Horaria,Movilidad_Propia,Distancia_KM,Cantidad_Hijos,Satisfaccion_Puesto,Equilibrio_VidaTrabajo,Horas_Extra,Capacitaciones_Ultimo_Anio,Anios_Empresa,Num_Empresas_Previas
25,Yes,Mantenimiento,Técnico/a de Mantenimiento,2,1038849,Completa,No,4.1,1,Bajo,Muy bajo,No,0,1,0
59,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,2,2197725,Completa,No,6.2,0,Bueno,Bajo,Sí,0,6,0
26,Yes,Contaduría,Responsable Impositivo,2,1591779,Completa,No,14.1,0,Excelente,Muy bajo,No,1,2,0
55,No,Investigación y desarrollo,Becario/a de Investigación,3,1975302,Completa,No,8.4,0,Muy bajo,Bueno,No,3,16,3
28,Yes,Tecnología,Soporte IT,4,1106446,Completa,Sí,18.8,1,Muy bajo,Excelente,No,0,0,0
33,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,2,1074170,Completa,No,7.4,1,Muy bajo,Bajo,Sí,0,3,0
56,No,Investigación y desarrollo,Investigador/a Asistente,4,2008017,Media jornada,Sí,12.5,0,Excelente,Bajo,Sí,2,6,1
33,Yes,Tecnología,Administrador/a de Sistemas,3,2246715,Flexible,No,8.0,0,Muy bajo,Muy bajo,Sí,2,2,0
23,Yes,Tecnología,Analista Funcional,3,2193386,Flexible,No,4.6,0,Bueno,Muy bajo,No,2,0,0
47,Yes,Marketing,Especialista en Comunicación,3,965086,Flexible,No,12.8,0,Bajo,Bueno,Sí,3,12,3
37,No,Docencia,Auxiliar Docente,2,1554023,Completa,No,14.8,1,Excelente,Muy bajo,No,1,2,0
28,Yes,Tecnología,Desarrollador/a,3,2888278,Completa,No,8.8,0,Muy bajo,Bajo,No,2,2,0
30,No,Ventas,Representante Institucional,3,2235912,Media jornada,Sí,1.5,1,Bueno,Bajo,No,3,4,0
22,No,Docencia,Profesor/a Adjunto/a,3,968923,Completa,No,3.4,0,Excelente,Bueno,No,2,0,0
49,No,Investigación y desarrollo,Becario/a de Investigación,5,1870705,Completa,Sí,5.9,0,Muy bajo,Bueno,No,0,12,3
36,Yes,Dirección de Carreras,Coordinador/a Académico/a,3,2093082,Completa,No,22.0,1,Muy bajo,Muy bajo,No,0,1,0
34,Yes,Docencia,Auxiliar Docente,3,1332891,Completa,No,8.5,0,Muy bajo,Muy bajo,No,2,6,1
58,Yes,Mantenimiento,Encargado/a de Servicios Generales,3,829422,Completa,Sí,13.2,0,Bueno,Bajo,Sí,1,5,1
54,Yes,RRHH,Especialista en Selección,1,1489981,Completa,Sí,10.6,1,Muy bajo,Excelente,Sí,1,16,3
43,No,Investigación y desarrollo,Técnico/a de Laboratorio,4,1889607,Completa,No,6.2,1,Bajo,Muy bajo,No,1,2,0
41,No,Mantenimiento,Supervisor/a de Mantenimiento,2,976153,Media jornada,No,6.3,0,Muy bajo,Bueno,No,0,5,1
30,No,Contaduría,Analista Contable,2,1076495,Completa,No,9.3,2,Excelente,Bueno,Sí,3,1,0
52,No,RRHH,Especialista en Capacitación,3,1351361,Completa,Sí,3.1,1,Excelente,Bajo,No,0,7,2
54,No,Investigación y desarrollo,Técnico/a de Laboratorio,5,1197463,Completa,No,14.3,0,Bajo,Bueno,No,3,5,1
55,Yes,Tecnología,Analista Funcional,4,1084765,Completa,No,13.2,2,Bueno,Bajo,Sí,2,16,2
21,Yes,Docencia,Auxiliar Docente,4,1021118,Media jornada,Sí,4.6,0,Excelente,Muy bajo,No,1,0,0
27,No,Contaduría,Administrativo/a de Contaduría,2,1375593,Media jornada,No,7.6,0,Bajo,Bajo,Sí,0,2,0
36,No,Dirección de Carreras,Director/a de Carrera,2,2383540,Media jornada,No,8.2,0,Bueno,Bajo,No,1,1,0
53,No,Investigación y desarrollo,Becario/a de Investigación,4,1663471,Completa,No,2.8,2,Bajo,Bueno,No,2,13,3
52,Yes,Tecnología,Desarrollador/a,3,1231220,Media jornada,No,5.9,2,Bueno,Bueno,Sí,0,9,1
59,Yes,Investigación y desarrollo,Becario/a de Investigación,4,2207016,Media jornada,No,5.7,1,Bueno,Bajo,No,3,19,2
32,Yes,Marketing,Analista de Marketing,4,1081594,Completa,No,24.6,0,Excelente,Bueno,No,2,2,0
22,No,Docencia,Jefe/a de Trabajos Prácticos,3,1243412,Completa,Sí,3.5,0,Bajo,Muy bajo,No,2,0,0
47,Yes,Dirección de Carreras,Coordinador/a Académico/a,2,2280479,Completa,No,5.3,1,Bajo,Bueno,No,1,5,0
59,Yes,Contaduría,Analista Contable,2,1294459,Completa,Sí,7.1,0,Excelente,Bueno,No,0,14,2
33,No,Investigación y desarrollo,Técnico/a de Laboratorio,5,2548174,Flexible,No,9.2,0,Excelente,Bajo,No,2,4,1
46,Yes,Docencia,Profesor/a Adjunto/a,4,1367163,Completa,No,7.6,1,Bueno,Bajo,No,1,10,2
34,Yes,Docencia,Profesor/a Titular,4,2002546,Media jornada,Sí,7.5,1,Muy bajo,Bueno,No,1,1,0
30,Yes,RRHH,Especialista en Capacitación,2,761242,Completa,Sí,10.1,0,Muy bajo,Bueno,Sí,2,3,0
23,No,Investigación y desarrollo,Docente-Investigador/a,5,1843578,Completa,No,4.7,0,Bueno,Excelente,No,1,1,0
52,Yes,Mantenimiento,Encargado/a de Servicios Generales,1,903646,Flexible,No,2.4,2,Muy bajo,Bueno,No,1,3,1
19,No,Contaduría,Analista Contable,4,1568050,Flexible,No,1.1,1,Excelente,Bueno,Sí,0,0,0
57,No,Investigación y desarrollo,Becario/a de Investigación,4,1033973,Completa,No,6.1,1,Bueno,Bueno,No,3,13,3
50,No,Tecnología,Administrador/a de Sistemas,3,2584520,Completa,No,3.0,0,Bajo,Bueno,No,2,5,0
44,No,Tecnología,Administrador/a de Sistemas,3,3000000,Completa,No,7.0,1,Bueno,Bueno,No,0,8,1
35,No,Docencia,Profesor/a Adjunto/a,4,1462950,Completa,No,1.9,2,Bueno,Bajo,No,1,4,1
45,Yes,Docencia,Jefe/a de Trabajos Prácticos,2,1545442,Flexible,No,6.9,0,Muy bajo,Bueno,No,0,12,1
42,Yes,Docencia,Profesor/a Titular,5,1937208,Flexible,No,10.9,1,Bajo,Bajo,No,1,9,1
53,Yes,Marketing,Community Manager,2,1358695,Media jornada,No,8.5,1,Muy bajo,Bajo,Sí,0,11,2
57,No,Tecnología,Analista Funcional,3,2968167,Completa,Sí,13.5,1,Excelente,Bueno,No,4,6,0
44,Yes,Contaduría,Administrativo/a de Contaduría,1,1217700,Media jornada,No,11.2,1,Muy bajo,Bajo,Sí,0,4,0
56,No,Mantenimiento,Supervisor/a de Mantenimiento,2,988310,Completa,No,6.6,1,Bajo,Bueno,No,0,16,2
41,No,Marketing,Diseñador/a Gráfico/a,2,862020,Flexible,Sí,8.7,1,Bajo,Excelente,No,2,6,0
40,No,RRHH,Especialista en Selección,2,1155751,Flexible,No,7.3,1,Muy bajo,Bueno,No,0,8,1
22,No,Mantenimiento,Encargado/a de Servicios Generales,3,788146,Completa,No,6.8,0,Excelente,Excelente,No,1,0,0
27,No,Investigación y desarrollo,Becario/a de Investigación,4,1522840,Completa,Sí,15.2,1,Muy bajo,Bajo,Sí,5,0,0
22,No,Docencia,Jefe/a de Trabajos Prácticos,5,2033826,Completa,Sí,9.1,0,Muy bajo,Bueno,No,0,0,0
25,Yes,Investigación y desarrollo,Becario/a de Investigación,4,1471973,Completa,No,3.2,2,Muy bajo,Bueno,Sí,2,0,0
41,Yes,Docencia,Profesor/a Adjunto/a,5,2021583,Flexible,No,17.8,0,Muy bajo,Bajo,No,1,8,1
20,Yes,RRHH,Especialista en Selección,1,1149593,Completa,Sí,1.4,0,Bueno,Excelente,No,1,0,0
42,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,2,2732993,Completa,Sí,14.3,3,Bueno,Bajo,No,0,1,0
58,Yes,Docencia,Jefe/a de Trabajos Prácticos,3,1389496,Completa,No,11.6,1,Bajo,Muy bajo,No,2,12,3
49,No,Docencia,Jefe/a de Trabajos Prácticos,4,1290919,Flexible,No,11.8,3,Bueno,Bueno,No,0,12,2
49,Yes,Contaduría,Tesorero/a,4,1250184,Completa,Sí,5.8,0,Bueno,Muy bajo,Sí,1,10,2
58,No,Ventas,Asesor/a de Vinculación,1,1311281,Flexible,Sí,5.1,0,Bueno,Bueno,No,0,10,1
52,No,Investigación y desarrollo,Becario/a de Investigación,3,1595471,Flexible,No,8.1,0,Excelente,Bueno,No,1,6,1
42,Yes,RRHH,Analista de RRHH,4,1519580,Flexible,No,11.9,2,Bajo,Bajo,No,1,9,2
44,No,Docencia,Profesor/a Titular,3,2291756,Completa,No,12.1,2,Muy bajo,Bueno,No,0,5,0
34,Yes,Docencia,Jefe/a de Trabajos Prácticos,4,1079194,Completa,Sí,12.2,0,Bueno,Bajo,No,1,6,0
31,No,Dirección de Carreras,Coordinador/a Académico/a,3,3000000,Completa,Sí,19.9,0,Muy bajo,Muy bajo,No,1,4,1
33,Yes,Dirección de Carreras,Coordinador/a Académico/a,3,2222178,Completa,Sí,21.4,0,Bueno,Muy bajo,Sí,1,5,1
45,No,Docencia,Coordinador/a de Cátedra,3,1178688,Completa,No,14.8,1,Bajo,Bajo,No,1,12,2
22,Yes,Dirección de Carreras,Coordinador/a Académico/a,1,2863123,Media jornada,No,29.5,0,Bajo,Bueno,No,1,0,0
34,Yes,Tecnología,Administrador/a de Sistemas,3,1396306,Completa,Sí,12.0,1,Bueno,Muy bajo,Sí,1,0,0
48,No,Mantenimiento,Encargado/a de Servicios Generales,4,1089239,Flexible,No,9.0,0,Bueno,Bajo,No,0,3,0
48,No,Contaduría,Responsable Impositivo,2,1218969,Completa,No,10.4,1,Excelente,Bajo,No,0,1,0
54,Yes,RRHH,Especialista en Selección,2,1320623,Media jornada,No,12.6,0,Muy bajo,Bajo,Sí,2,4,1
21,Yes,Contaduría,Administrativo/a de Contaduría,3,1199095,Media jornada,No,2.8,0,Muy bajo,Muy bajo,No,2,0,0
40,Yes,Tecnología,Soporte IT,4,1990219,Flexible,No,3.0,0,Bueno,Bueno,Sí,2,5,1
40,Yes,Docencia,Coordinador/a de Cátedra,5,1676955,Flexible,No,3.4,2,Bueno,Bueno,No,1,1,0
30,Yes,Docencia,Jefe/a de Trabajos Prácticos,5,1421076,Media jornada,No,6.2,1,Bueno,Bueno,No,2,2,0
39,No,Investigación y desarrollo,Investigador/a Asistente,3,2462337,Flexible,No,17.4,0,Bueno,Bueno,No,3,8,1
22,No,Tecnología,Analista Funcional,3,1856470,Completa,No,7.4,0,Muy bajo,Bajo,No,4,0,0
49,No,Investigación y desarrollo,Técnico/a de Laboratorio,4,2361929,Completa,No,8.2,3,Bajo,Bajo,Sí,1,13,2
49,No,Tecnología,Soporte IT,4,2594946,Completa,No,3.0,0,Bueno,Bajo,No,4,4,0
41,Yes,Dirección de Carreras,Coordinador/a Académico/a,2,1559331,Completa,No,3.3,0,Muy bajo,Muy bajo,Sí,1,6,1
38,Yes,Docencia,Jefe/a de Trabajos Prácticos,3,1581628,Completa,No,6.0,2,Bajo,Bueno,No,1,3,0
33,Yes,Tecnología,Administrador/a de Sistemas,4,1507081,Completa,No,4.9,1,Bueno,Bueno,No,2,3,0
41,No,Contaduría,Tesorero/a,1,1249766,Completa,No,9.2,1,Bajo,Bueno,Sí,3,6,1
46,No,Mantenimiento,Encargado/a de Servicios Generales,2,965082,Completa,No,2.0,0,Excelente,Bueno,No,0,1,0
34,Yes,Docencia,Coordinador/a de Cátedra,4,1094727,Completa,Sí,3.6,1,Excelente,Bueno,No,4,2,0
55,No,Tecnología,Analista Funcional,3,2354780,Flexible,No,11.0,0,Excelente,Excelente,No,3,12,2
39,No,Mantenimiento,Técnico/a de Mantenimiento,3,1133087,Completa,Sí,4.7,0,Excelente,Bueno,No,1,7,2
33,No,Ventas,Representante Institucional,2,849022,Media jornada,No,7.0,0,Bueno,Bueno,No,2,3,0
35,Yes,Tecnología,Desarrollador/a,4,1427509,Completa,Sí,17.2,0,Muy bajo,Bajo,No,3,2,0
55,Yes,RRHH,Analista de RRHH,3,1111204,Flexible,Sí,4.5,3,Excelente,Muy bajo,No,0,8,1
31,Yes,Tecnología,Soporte IT,3,1327724,Flexible,Sí,9.1,1,Bueno,Bajo,Sí,0,1,0
37,No,Mantenimiento,Técnico/a de Mantenimiento,3,1077683,Media jornada,No,3.8,1,Bajo,Excelente,No,3,8,1
48,No,RRHH,Analista de RRHH,2,791402,Media jornada,No,5.1,3,Excelente,Bueno,No,1,12,3
36,No,Docencia,Jefe/a de Trabajos Prácticos,2,1310297,Completa,Sí,15.3,0,Muy bajo,Bajo,No,0,1,0
32,No,Ventas,Asesor/a de Vinculación,1,1895689,Flexible,No,6.6,0,Bajo,Bajo,Sí,1,1,0
54,Yes,Tecnología,Administrador/a de Sistemas,3,1374161,Flexible,Sí,10.1,1,Muy bajo,Bajo,Sí,1,10,2
54,No,Tecnología,Administrador/a de Sistemas,3,1994960,Flexible,No,6.7,1,Bajo,Bueno,No,0,5,1
38,No,Investigación y desarrollo,Becario/a de Investigación,5,909651,Media jornada,No,1.5,1,Bajo,Bajo,No,1,8,2
37,No,Tecnología,Desarrollador/a,4,3000000,Completa,No,5.0,0,Muy bajo,Excelente,No,2,6,1
25,Yes,Contaduría,Analista Contable,3,1315457,Flexible,No,3.8,0,Bueno,Muy bajo,No,0,0,0
22,No,Tecnología,Soporte IT,3,2213647,Completa,No,9.0,0,Bueno,Excelente,No,4,0,0
52,Yes,Docencia,Jefe/a de Trabajos Prácticos,4,1743130,Media jornada,No,13.3,0,Bueno,Bueno,No,0,13,1
20,No,Tecnología,Desarrollador/a,3,1686708,Completa,No,7.7,0,Muy bajo,Bueno,Sí,2,0,0
23,Yes,Dirección de Carreras,Coordinador/a Académico/a,2,1804184,Flexible,No,6.5,0,Bueno,Bueno,No,0,1,0
28,Yes,Docencia,Profesor/a Adjunto/a,2,1270933,Completa,Sí,10.6,0,Bueno,Muy bajo,Sí,0,1,0
50,Yes,Dirección de Carreras,Coordinador/a Académico/a,3,2133376,Completa,No,8.7,0,Bajo,Excelente,No,1,3,0
59,No,Contaduría,Administrativo/a de Contaduría,4,994854,Completa,No,2.0,3,Bueno,Muy bajo,No,2,13,3
31,Yes,Mantenimiento,Técnico/a de Mantenimiento,2,838762,Media jornada,No,13.3,2,Bajo,Excelente,No,1,2,0
57,Yes,Marketing,Especialista en Comunicación,1,1337795,Media jornada,No,6.9,1,Muy bajo,Muy bajo,No,2,5,0
23,Yes,RRHH,Especialista en Selección,3,1428552,Completa,No,5.4,1,Bajo,Excelente,No,2,0,0
28,No,Marketing,Analista de Marketing,2,869133,Completa,Sí,2.5,2,Excelente,Bueno,No,1,2,0
28,Yes,Mantenimiento,Encargado/a de Servicios Generales,3,854931,Media jornada,Sí,10.9,0,Bueno,Bajo,No,1,3,1
56,No,Contaduría,Analista Contable,3,965090,Flexible,No,3.9,1,Bajo,Excelente,No,1,6,1
45,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,5,1095543,Flexible,No,23.4,3,Muy bajo,Bajo,No,0,9,1
39,No,Tecnología,Administrador/a de Sistemas,3,2253569,Completa,No,8.4,1,Bueno,Muy bajo,No,4,2,0
26,Yes,Marketing,Diseñador/a Gráfico/a,3,846078,Flexible,No,12.7,0,Bajo,Bueno,Sí,1,1,0
19,Yes,Marketing,Community Manager,2,1266967,Completa,No,6.6,0,Bueno,Bajo,No,0,0,0
46,No,Marketing,Analista de Marketing,3,988329,Completa,Sí,3.2,0,Muy bajo,Bajo,Sí,0,9,1
57,No,Contaduría,Responsable Impositivo,2,1149351,Completa,No,7.1,0,Excelente,Bajo,No,0,6,1
32,Yes,Mantenimiento,Supervisor/a de Mantenimiento,2,836956,Completa,No,7.1,0,Excelente,Bueno,No,0,1,0
39,Yes,Docencia,Profesor/a Titular,4,2502275,Media jornada,Sí,1.2,0,Excelente,Muy bajo,No,4,1,0
48,Yes,RRHH,Generalista de RRHH,3,1193876,Completa,No,1.9,0,Bajo,Muy bajo,No,0,11,1
39,Yes,Docencia,Jefe/a de Trabajos Prácticos,5,1866359,Completa,Sí,17.6,2,Muy bajo,Bueno,Sí,2,1,0
27,No,Investigación y desarrollo,Docente-Investigador/a,5,2934887,Completa,No,6.2,0,Muy bajo,Bueno,No,1,0,0
35,Yes,Investigación y desarrollo,Becario/a de Investigación,4,1931702,Completa,Sí,13.8,0,Muy bajo,Bueno,Sí,2,2,0
23,Yes,Contaduría,Responsable Impositivo,1,1805561,Completa,No,18.6,0,Muy bajo,Muy bajo,Sí,1,0,0
49,No,Tecnología,Desarrollador/a,4,3000000,Completa,No,12.0,1,Bajo,Bueno,No,1,11,1
58,Yes,Contaduría,Tesorero/a,3,1425027,Completa,No,5.3,4,Muy bajo,Muy bajo,Sí,2,6,1
56,Yes,Contaduría,Responsable Impositivo,4,1395712,Media jornada,No,3.2,0,Muy bajo,Excelente,Sí,0,10,1
37,No,Investigación y desarrollo,Investigador/a Asistente,5,1663278,Media jornada,Sí,10.6,0,Bueno,Bueno,No,2,1,0
54,No,Contaduría,Administrativo/a de Contaduría,1,776610,Media jornada,No,7.1,1,Bueno,Muy bajo,No,0,8,0
51,Yes,Investigación y desarrollo,Docente-Investigador/a,5,2498719,Completa,No,9.2,1,Bueno,Muy bajo,Sí,1,4,1
31,No,Docencia,Coordinador/a de Cátedra,2,1412477,Flexible,No,14.2,0,Bajo,Bueno,No,0,1,0
32,No,Tecnología,Soporte IT,3,2436601,Flexible,No,3.4,0,Bueno,Muy bajo,No,2,2,0
51,No,Tecnología,Analista Funcional,3,1272381,Flexible,Sí,9.3,1,Muy bajo,Bueno,No,2,12,2
47,No,Tecnología,Desarrollador/a,3,1623433,Media jornada,Sí,8.5,0,Bueno,Muy bajo,No,2,10,1
54,Yes,Contaduría,Analista Contable,3,1327068,Completa,No,3.6,3,Muy bajo,Excelente,No,0,8,1
28,No,Contaduría,Tesorero/a,1,943091,Flexible,No,7.0,0,Bueno,Excelente,No,2,0,0
49,Yes,Mantenimiento,Encargado/a de Servicios Generales,2,964188,Completa,No,2.1,0,Bajo,Bueno,No,1,5,1
24,Yes,RRHH,Analista de RRHH,3,1037972,Completa,No,3.1,0,Muy bajo,Bueno,Sí,2,1,0
19,Yes,Contaduría,Analista Contable,3,1034246,Completa,No,4.3,0,Muy bajo,Muy bajo,No,0,0,0
25,No,Docencia,Profesor/a Adjunto/a,5,1239890,Completa,No,7.5,0,Muy bajo,Bueno,No,1,2,0
45,No,Investigación y desarrollo,Docente-Investigador/a,5,1577210,Flexible,No,11.7,3,Bueno,Bueno,No,2,8,1
39,Yes,Contaduría,Analista Contable,3,1998274,Completa,No,7.7,1,Bueno,Bueno,Sí,1,3,0
46,No,Contaduría,Administrativo/a de Contaduría,2,1551078,Completa,No,3.0,0,Bueno,Excelente,No,2,9,1
34,No,RRHH,Especialista en Selección,1,921120,Media jornada,No,14.1,0,Bueno,Muy bajo,No,1,2,0
41,Yes,RRHH,Especialista en Capacitación,1,914133,Completa,Sí,6.9,0,Excelente,Muy bajo,No,0,6,1
38,Yes,Tecnología,Analista Funcional,3,1520088,Completa,No,27.8,0,Bajo,Bajo,No,1,2,0
56,Yes,Marketing,Especialista en Comunicación,3,977885,Media jornada,No,20.4,0,Bajo,Bueno,No,0,6,1
43,Yes,Mantenimiento,Supervisor/a de Mantenimiento,2,1214133,Media jornada,No,3.6,1,Muy bajo,Bajo,Sí,1,1,0
46,No,Tecnología,Administrador/a de Sistemas,4,1609182,Completa,No,3.1,2,Bueno,Bajo,No,0,6,0
23,Yes,Dirección de Carreras,Secretario/a Académico/a,3,2285861,Media jornada,Sí,2.5,0,Bajo,Bajo,No,2,0,0
39,No,Docencia,Profesor/a Titular,2,1204614,Completa,No,1.3,0,Bueno,Bueno,Sí,0,7,1
36,Yes,Docencia,Coordinador/a de Cátedra,3,2227569,Completa,No,10.2,1,Excelente,Muy bajo,No,0,6,1
24,Yes,Docencia,Profesor/a Adjunto/a,5,1666552,Completa,Sí,5.4,0,Muy bajo,Muy bajo,No,2,1,0
47,No,Tecnología,Soporte IT,4,2456085,Completa,Sí,13.1,2,Muy bajo,Bueno,No,4,2,0
37,No,Ventas,Representante Institucional,4,1076737,Media jornada,No,5.6,0,Excelente,Bajo,No,3,4,1
51,Yes,Investigación y desarrollo,Investigador/a Principal,3,3000000,Flexible,No,4.6,1,Excelente,Muy bajo,Sí,5,8,1
19,Yes,Ventas,Asesor/a de Vinculación,4,1855950,Completa,Sí,12.6,0,Excelente,Muy bajo,Sí,1,0,0
21,Yes,Docencia,Jefe/a de Trabajos Prácticos,3,1496796,Media jornada,Sí,32.4,0,Bueno,Muy bajo,No,3,0,0
39,Yes,Ventas,Asesor/a de Vinculación,1,1680807,Media jornada,No,20.1,0,Excelente,Muy bajo,No,0,1,0
53,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,5,2358462,Completa,No,12.7,0,Bajo,Bueno,No,3,6,1
59,No,Docencia,Auxiliar Docente,3,1001756,Completa,Sí,18.8,1,Bajo,Bueno,No,2,19,4
58,No,Contaduría,Responsable Impositivo,3,1063207,Flexible,No,7.3,2,Excelente,Bueno,No,1,17,3
21,Yes,Investigación y desarrollo,Docente-Investigador/a,3,2119968,Media jornada,No,1.2,0,Bueno,Muy bajo,Sí,4,0,0
43,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,4,2769695,Flexible,Sí,14.3,3,Bueno,Bajo,Sí,5,10,2
56,No,Investigación y desarrollo,Investigador/a Asistente,5,2820382,Completa,Sí,12.4,0,Excelente,Bajo,No,1,2,0
38,Yes,Marketing,Community Manager,2,915542,Media jornada,No,16.3,1,Bueno,Muy bajo,Sí,1,3,1
52,Yes,RRHH,Analista de RRHH,3,1275197,Completa,No,3.4,1,Muy bajo,Bajo,Sí,0,12,1
39,No,Investigación y desarrollo,Becario/a de Investigación,3,1746681,Completa,No,18.0,1,Bajo,Muy bajo,No,3,2,0
41,No,Tecnología,Administrador/a de Sistemas,4,3000000,Completa,No,3.4,2,Muy bajo,Excelente,No,0,2,0
24,No,Tecnología,Analista Funcional,3,1129246,Completa,Sí,9.7,0,Muy bajo,Excelente,No,3,1,0
31,Yes,Investigación y desarrollo,Investigador/a Principal,4,1452540,Completa,No,8.6,1,Muy bajo,Muy bajo,No,2,3,0
41,No,Contaduría,Responsable Impositivo,2,1604976,Completa,Sí,0.7,1,Bueno,Bueno,No,0,10,2
27,No,Docencia,Profesor/a Adjunto/a,3,2163647,Completa,No,5.8,2,Bueno,Bueno,No,2,0,0
35,Yes,Docencia,Auxiliar Docente,5,1827377,Media jornada,Sí,12.3,0,Bajo,Bueno,No,0,3,1
20,Yes,Tecnología,Administrador/a de Sistemas,3,3000000,Completa,No,6.0,0,Bueno,Bajo,No,0,0,0
37,Yes,Docencia,Profesor/a Adjunto/a,3,1044129,Completa,Sí,21.9,2,Bueno,Bueno,Sí,1,7,1
37,Yes,RRHH,Especialista en Selección,2,1141882,Completa,Sí,6.3,1,Bajo,Bueno,Sí,0,2,0
25,No,Tecnología,Soporte IT,3,2309060,Completa,No,7.2,1,Excelente,Bajo,Sí,2,1,0
38,Yes,Docencia,Auxiliar Docente,4,1256347,Media jornada,Sí,18.1,0,Muy bajo,Excelente,No,0,2,0
27,Yes,RRHH,Especialista en Capacitación,4,1346075,Completa,No,4.0,0,Muy bajo,Muy bajo,No,1,2,0
35,No,Investigación y desarrollo,Docente-Investigador/a,4,2900780,Flexible,No,3.6,1,Bajo,Bueno,No,2,2,0
45,No,Dirección de Carreras,Secretario/a Académico/a,4,1916832,Completa,Sí,13.0,0,Excelente,Bueno,No,1,2,0
20,No,Contaduría,Administrativo/a de Contaduría,3,1155938,Completa,No,2.1,0,Excelente,Muy bajo,No,0,0,0
54,No,Marketing,Diseñador/a Gráfico/a,2,1166588,Flexible,Sí,6.0,2,Muy bajo,Bueno,No,2,7,2
37,No,RRHH,Analista de RRHH,3,1208417,Media jornada,Sí,5.6,0,Excelente,Bueno,No,2,2,0
35,Yes,Docencia,Profesor/a Adjunto/a,4,1237505,Completa,No,7.1,0,Muy bajo,Bajo,No,1,1,0
23,Yes,Tecnología,Administrador/a de Sistemas,4,2814661,Flexible,Sí,48.9,0,Muy bajo,Muy bajo,Sí,3,1,0
57,No,Dirección de Carreras,Director/a de Carrera,4,3000000,Completa,No,11.9,0,Muy bajo,Excelente,No,1,2,0
36,No,Tecnología,Soporte IT,3,1477850,Flexible,Sí,8.0,0,Bueno,Bueno,No,2,1,0
25,Yes,Mantenimiento,Encargado/a de Servicios Generales,4,1224460,Media jornada,No,3.5,0,Muy bajo,Muy bajo,Sí,1,0,0
35,No,Ventas,Representante Institucional,3,1411900,Media jornada,No,11.2,0,Bueno,Excelente,No,1,7,1
57,No,Investigación y desarrollo,Docente-Investigador/a,4,1876861,Flexible,Sí,18.6,0,Bajo,Bueno,No,5,3,0
54,No,Investigación y desarrollo,Becario/a de Investigación,4,1328532,Completa,No,2.2,2,Excelente,Muy bajo,No,2,14,2
58,Yes,Tecnología,Desarrollador/a,3,1309442,Media jornada,No,11.0,0,Muy bajo,Bueno,Sí,1,17,1
22,Yes,Contaduría,Tesorero/a,4,1286916,Completa,No,4.8,0,Bajo,Bajo,No,3,0,0
56,No,Mantenimiento,Encargado/a de Servicios Generales,3,700000,Completa,Sí,9.1,3,Bajo,Bajo,No,1,6,1
43,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,1,2011334,Completa,No,9.1,2,Excelente,Muy bajo,No,1,8,1
23,No,Investigación y desarrollo,Investigador/a Principal,4,1489238,Completa,Sí,12.2,0,Bajo,Bueno,No,2,1,0
48,Yes,Investigación y desarrollo,Docente-Investigador/a,4,2133264,Media jornada,No,29.0,1,Bueno,Bueno,No,3,11,2
30,No,Marketing,Especialista en Comunicación,1,1049525,Completa,No,15.2,1,Excelente,Bueno,No,0,4,0
22,No,Investigación y desarrollo,Técnico/a de Laboratorio,3,1040915,Media jornada,No,7.1,0,Bueno,Bajo,No,2,0,0
42,No,Mantenimiento,Técnico/a de Mantenimiento,2,1034077,Completa,No,2.6,2,Bueno,Bueno,No,1,7,2
47,Yes,Contaduría,Responsable Impositivo,2,1778232,Completa,No,4.8,1,Bueno,Excelente,Sí,2,2,0
27,Yes,Tecnología,Analista Funcional,3,2293228,Flexible,No,4.1,0,Bueno,Bueno,No,2,1,0
22,No,Docencia,Profesor/a Titular,3,2677631,Completa,No,9.6,0,Muy bajo,Muy bajo,Sí,1,0,0
42,Yes,Tecnología,Soporte IT,3,1425071,Media jornada,No,9.7,1,Muy bajo,Muy bajo,No,1,2,0
32,Yes,Contaduría,Tesorero/a,3,1554610,Media jornada,No,1.8,1,Bajo,Bajo,Sí,1,1,0
23,No,RRHH,Especialista en Selección,3,982432,Media jornada,No,5.9,0,Bueno,Bueno,No,1,0,0
36,No,Docencia,Coordinador/a de Cátedra,3,1880310,Completa,Sí,23.4,0,Bueno,Bajo,No,0,3,1
37,No,Marketing,Community Manager,2,700000,Flexible,No,9.2,3,Bajo,Excelente,No,0,7,1
30,Yes,Mantenimiento,Supervisor/a de Mantenimiento,3,1152741,Completa,No,4.1,0,Muy bajo,Excelente,Sí,3,2,0
36,No,Investigación y desarrollo,Técnico/a de Laboratorio,3,2109293,Flexible,No,14.4,0,Bajo,Bueno,No,0,6,1
35,Yes,Docencia,Auxiliar Docente,3,931940,Completa,No,7.8,2,Muy bajo,Muy bajo,No,0,1,0
48,No,Docencia,Coordinador/a de Cátedra,2,1817879,Completa,No,8.3,1,Bajo,Bueno,Sí,1,2,0
